Dependencias,Municipios,Genero,Edad
Secretaría de Educación,ILES,femenino,5
Oficina Control Interno de Gestión,MOSQUERA,femenino,9
Secretaría General,TANGUA,masculino,31
Secretaría de Ambiente y Desarrollo Sostenible,EL ROSARIO,masculino,41
"Secretaría de TIC, Innovación y Gobierno Abierto",LINARES,femenino,25
Secretaría de Infraestructura y Minas,OLAYA HERRERA,masculino,85
"Secretaría de TIC, Innovación y Gobierno Abierto",OLAYA HERRERA,masculino,80
Subsecretaría de Planeación Educativa y Cobertura,EL PEÑOL,femenino,59
Subsecretaría de Gestión Pública,IPIALES,femenino,46
Subsecretaría de Infraestructura y Vías,EL PEÑOL,masculino,23
Secretaría de Recreación y Deporte,SANTACRUZ,masculino,71
Secretaría de Equidad de Genero e Inclusión Social,PUERRES,femenino,74
Secretaría de Ambiente y Desarrollo Sostenible,EL ROSARIO,femenino,83
Secretaría de Agricultura y Desarrollo Rural,ARBOLEDA,femenino,32
Archivo General,FRANCISCO PIZARRO,femenino,82
Oficina Control Interno de Gestión,ARBOLEDA,femenino,40
Dirección Administrativa de Cultura,EL PEÑOL,masculino,81
Subsecretaría de Minas,CORDOBA,masculino,17
Subsecretaría de Asistencia Técnica,SANDONA,masculino,54
Secretaría de Educación,NARIÑO,femenino,53
Subsecretaría Administrativa,SAN LORENZO,masculino,42
Subsecretaría de Asistencia Técnica,SAN LORENZO,masculino,76
Subsecretaría de Desarrollo Comunitario,CONTADERO,femenino,84
Subsecretaría Administrativa y Financiera,RICAURTE,femenino,41
Secretaría de Equidad de Genero e Inclusión Social,ALDANA,masculino,70
Subsecretaría de Minas,TANGUA,femenino,28
Subsecretaría de Calidad Educativa,LA FLORIDA,masculino,23
Secretaría de Hacienda,TUMACO,masculino,31
Subsecretaría de Gestión Pública,POTOSI,femenino,19
Dirección Administrativa de Cultura,CUMBAL,femenino,51
Subsecretaría de Presupuesto,EL TAMBO,femenino,88
Subsecretaría de Economía Regional y Agua Potable,YACUANQUER,masculino,34
Secretaría de Hacienda,BARBACOAS,femenino,48
Subsecretaría de Infraestructura y Vías,ILES,femenino,39
Oficina Jurídica,GUACHUCAL,masculino,58
Subsecretaría de Infraestructura y Vías,LA TOLA,masculino,60
Subsecretaría de Rentas,EL TABLON DE GOMEZ,masculino,9
Dirección Administrativa de Cultura,OLAYA HERRERA,masculino,69
Archivo General,LA UNION,femenino,76
Secretaría de Ambiente y Desarrollo Sostenible,PUPIALES,femenino,27
Subsecretaría de Calidad Educativa,TUMACO,masculino,68
Subsecretaría Administrativa y Financiera,ALDANA,masculino,35
Subsecretaría de Economía Regional y Agua Potable,CUMBAL,masculino,79
Departamento Administrativo de Contratación,MALLAMA,masculino,37
Secretaría de Hacienda,FRANCISCO PIZARRO,masculino,29
Archivo General,SANDONA,femenino,48
Secretaría General,IMUES,masculino,23
Departamento Administrativo de Contratación,IMUES,femenino,9
Subsecretaría de Transito y Trasnporte,TUQUERRES,masculino,72
Secretaría de Planeación,LA FLORIDA,masculino,51
Subsecretaría de Rentas,COLON,masculino,39
Subsecretaría de Infraestructura y Vías,POTOSI,femenino,65
Subsecretaría de Minas,OLAYA HERRERA,masculino,23
Departamento Administrativo de Contratación,EL CHARCO,masculino,10
Departamento Administrativo de Contratación,MALLAMA,femenino,69
Subsecretaría de Gestión Pública,SAN BERNARDO,femenino,74
Secretaría General,CONTADERO,masculino,62
Secretaría de Recreación y Deporte,ROBERTO PAYAN,femenino,11
Subsecretaría de Paz y Derechos Humanos,LA UNION,femenino,77
Subsecretaría de Calidad Educativa,PROVIDENCIA,masculino,10
Secretaría General,TUQUERRES,masculino,8
Dirección Administrativa de Cultura,SANTA BARBARA,femenino,42
Subsecretaría de Transito y Trasnporte,EL TABLON DE GOMEZ,femenino,51
Dirección Administrativa de Gestión de Riesgo de Desastres,TAMINANGO,femenino,37
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",YACUANQUER,femenino,74
Subsecretaría de Rentas,GUALMATAN,femenino,63
Dirección Administrativa de Turismo,POLICARPA,femenino,9
Secretaría de Educación,PROVIDENCIA,femenino,76
Oficina Jurídica,BUESACO,masculino,62
Subsecretaría de Rentas,SAN BERNARDO,masculino,24
Subsecretaría de Calidad Educativa,ARBOLEDA,masculino,7
Secretaría de Equidad de Genero e Inclusión Social,SAN PABLO,femenino,59
Secretaría de Hacienda,BUESACO,femenino,44
Subsecretaría de Asistencia Técnica,ALDANA,femenino,88
Secretaría de Planeación,POLICARPA,femenino,5
Secretaría General,CONTADERO,masculino,59
Secretaría de Recreación y Deporte,LA CRUZ,masculino,62
Secretaría General,LA TOLA,masculino,33
Secretaría de Agricultura y Desarrollo Rural,SANTACRUZ,masculino,51
Subsecretaría de Presupuesto,CUASPUD,masculino,18
Subsecretaría de Minas,CUMBITARA,femenino,48
Subsecretaría de Transito y Trasnporte,LEIVA,masculino,14
Dirección Administrativa de Cultura,LA LLANADA,masculino,48
Subsecretaría de Infraestructura y Vías,BARBACOAS,masculino,46
Subsecretaría de Paz y Derechos Humanos,SAN PABLO,femenino,23
Dirección Administrativa de Turismo,SAN LORENZO,femenino,18
Oficina Control Interno de Gestión,SAN PEDRO DE CARTAGO,masculino,69
Subsecretaría Administrativa y Financiera,EL PEÑOL,femenino,57
Secretaría de Ambiente y Desarrollo Sostenible,GUACHUCAL,femenino,45
Secretaría de Gobierno,SANTACRUZ,femenino,82
Subsecretaría de Asistencia Técnica,SANDONA,masculino,85
Secretaría de Planeación,LOS ANDES,masculino,85
Secretaría de Hacienda,ALDANA,femenino,68
Secretaría de Infraestructura y Minas,CONTADERO,femenino,72
Subsecretaría de Calidad Educativa,LA CRUZ,femenino,80
Subsecretaría de Talento Humano,CUMBAL,femenino,81
Secretaría de Agricultura y Desarrollo Rural,FUNES,femenino,66
Secretaría de Recreación y Deporte,LA FLORIDA,femenino,18
Subsecretaría de Paz y Derechos Humanos,BARBACOAS,masculino,13
Subsecretaría de Desarrollo Comunitario,SANTACRUZ,femenino,13
Subsecretaría de Planeación Educativa y Cobertura,NARIÑO,masculino,37
Subsecretaría de Calidad Educativa,BUESACO,femenino,59
Dirección Administrativa de Cultura,PROVIDENCIA,femenino,64
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",SAMANIEGO,masculino,50
Subsecretaría de Planeación Educativa y Cobertura,LA FLORIDA,femenino,25
Subsecretaría de Gestión Pública,CONSACA,masculino,33
Subsecretaría Administrativa,MOSQUERA,masculino,37
Departamento Administrativo de Contratación,ANCUYA,masculino,23
Subsecretaría de Calidad Educativa,LEIVA,masculino,39
Subsecretaría Administrativa y Financiera,SAMANIEGO,masculino,13
Subsecretaría Administrativa,LEIVA,femenino,65
Subsecretaría de Planeación Educativa y Cobertura,GUAITARILLA,masculino,20
Subsecretaría de Transito y Trasnporte,SAN PABLO,masculino,72
Subsecretaría de Asistencia Técnica,TUMACO,masculino,23
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",LOS ANDES,masculino,72
Secretaría de Equidad de Genero e Inclusión Social,EL PEÑOL,femenino,51
Departamento Administrativo de Contratación,CONSACA,femenino,54
Secretaría General,MALLAMA,masculino,21
Dirección Administrativa de Turismo,LEIVA,masculino,88
Subsecretaría de Paz y Derechos Humanos,SAMANIEGO,femenino,36
Subsecretaría de Infraestructura y Vías,SANTACRUZ,femenino,56
Subsecretaría de Minas,SAN PEDRO DE CARTAGO,masculino,8
Subsecretaría de Minas,GUACHUCAL,masculino,81
Archivo General,POTOSI,femenino,68
Secretaría de Ambiente y Desarrollo Sostenible,FRANCISCO PIZARRO,femenino,41
Secretaría de Planeación,BELEN,femenino,88
Dirección Administrativa de Cultura,SAN PEDRO DE CARTAGO,femenino,16
Secretaría de Recreación y Deporte,LOS ANDES,femenino,78
Subsecretaría Administrativa,ROBERTO PAYAN,femenino,22
Subsecretaría de Transito y Trasnporte,ROBERTO PAYAN,masculino,42
Dirección Administrativa de Turismo,LA FLORIDA,masculino,59
Secretaría de Educación,SANTA BARBARA,masculino,25
Dirección Administrativa de Turismo,EL PEÑOL,femenino,68
Subsecretaría de Rentas,BARBACOAS,masculino,45
Subsecretaría de Planeación Educativa y Cobertura,TAMINANGO,femenino,84
Subsecretaría de Desarrollo Comunitario,MOSQUERA,masculino,57
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ALDANA,masculino,63
Subsecretaría de Rentas,FUNES,femenino,72
"Secretaría de TIC, Innovación y Gobierno Abierto",NARIÑO,masculino,56
Secretaría de Gobierno,BELEN,femenino,8
Subsecretaría de Planeación Educativa y Cobertura,CUMBAL,masculino,86
Secretaría de Agricultura y Desarrollo Rural,GUALMATAN,masculino,83
Subsecretaría de Presupuesto,BUESACO,femenino,70
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",LEIVA,femenino,48
Subsecretaría de Economía Regional y Agua Potable,YACUANQUER,femenino,51
Secretaría de Educación,GUAITARILLA,femenino,74
Subsecretaría Administrativa y Financiera,ANCUYA,masculino,67
Dirección Administrativa de Gestión de Riesgo de Desastres,IMUES,masculino,5
Subsecretaría de Presupuesto,MALLAMA,masculino,5
Secretaría de Equidad de Genero e Inclusión Social,ALDANA,femenino,11
Secretaría de Ambiente y Desarrollo Sostenible,PUERRES,masculino,50
Subsecretaría de Calidad Educativa,YACUANQUER,femenino,45
Secretaría de Agricultura y Desarrollo Rural,LA FLORIDA,femenino,22
Subsecretaría de Calidad Educativa,FUNES,masculino,79
Subsecretaría de Planeación Educativa y Cobertura,CORDOBA,masculino,20
Subsecretaría de Desarrollo Comunitario,EL CHARCO,femenino,34
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",TUQUERRES,femenino,79
Secretaría de Agricultura y Desarrollo Rural,YACUANQUER,masculino,68
Oficina Jurídica,LA LLANADA,masculino,77
Oficina Control Interno de Gestión,CUMBAL,femenino,39
Secretaría de Equidad de Genero e Inclusión Social,EL ROSARIO,masculino,43
Oficina Control Interno Diciplinario,BUESACO,masculino,44
Dirección Administrativa de Cultura,PROVIDENCIA,masculino,22
Subsecretaría de Paz y Derechos Humanos,LA UNION,femenino,52
Subsecretaría de Calidad Educativa,LINARES,femenino,52
Subsecretaría de Presupuesto,BELEN,masculino,31
Subsecretaría de Infraestructura y Vías,POTOSI,femenino,17
Oficina Jurídica,CUASPUD,masculino,73
Subsecretaría de Infraestructura y Vías,CONTADERO,femenino,24
Subsecretaría de Gestión Ambiental y Crecimiento Verde,POLICARPA,femenino,43
Oficina Control Interno de Gestión,SAN LORENZO,femenino,32
Subsecretaría de Minas,LOS ANDES,masculino,40
Secretaría de Educación,OLAYA HERRERA,masculino,50
Subsecretaría de Desarrollo Comunitario,LA FLORIDA,masculino,28
Subsecretaría de Minas,SAN BERNARDO,femenino,21
Departamento Administrativo de Contratación,FRANCISCO PIZARRO,masculino,68
Subsecretaría de Planeación Educativa y Cobertura,OLAYA HERRERA,masculino,67
Dirección Administrativa de Gestión de Riesgo de Desastres,POTOSI,masculino,72
Secretaría de Equidad de Genero e Inclusión Social,MAGUI,masculino,60
Archivo General,POLICARPA,masculino,56
Subsecretaría de Asistencia Técnica,SAN PABLO,femenino,74
Dirección Administrativa de Gestión de Riesgo de Desastres,OSPINA,femenino,28
Subsecretaría Administrativa y Financiera,SAN LORENZO,masculino,81
Secretaría de Agricultura y Desarrollo Rural,MOSQUERA,femenino,57
Secretaría de Educación,SANTACRUZ,masculino,34
Secretaría de Recreación y Deporte,TUQUERRES,femenino,81
Subsecretaría de Planeación Educativa y Cobertura,SAMANIEGO,masculino,85
Secretaría de Infraestructura y Minas,ROBERTO PAYAN,femenino,48
Secretaría de Equidad de Genero e Inclusión Social,BARBACOAS,femenino,20
Secretaría de Planeación,POLICARPA,masculino,32
"Secretaría de TIC, Innovación y Gobierno Abierto",SANDONA,masculino,56
Archivo General,MAGUI,femenino,57
Dirección Administrativa de Cultura,SAN BERNARDO,masculino,68
Secretaría de Infraestructura y Minas,FUNES,femenino,67
Subsecretaría de Asistencia Técnica,SAN PABLO,femenino,10
Dirección Administrativa de Turismo,SAPUYES,femenino,21
Oficina Control Interno Diciplinario,MAGUI,masculino,70
Secretaría de Infraestructura y Minas,LINARES,masculino,66
Secretaría de Equidad de Genero e Inclusión Social,SANDONA,masculino,28
Secretaría de Ambiente y Desarrollo Sostenible,SANTACRUZ,femenino,29
Subsecretaría de Gestión Ambiental y Crecimiento Verde,EL CHARCO,femenino,39
Subsecretaría de Economía Regional y Agua Potable,TUQUERRES,masculino,64
Oficina Control Interno de Gestión,CUASPUD,masculino,24
Oficina Jurídica,SANDONA,femenino,20
Secretaría de Hacienda,CONTADERO,femenino,49
Subsecretaría de Infraestructura y Vías,LOS ANDES,masculino,73
Archivo General,LEIVA,femenino,81
Subsecretaría de Economía Regional y Agua Potable,SANTACRUZ,masculino,12
Subsecretaría de Minas,CUMBAL,femenino,68
Subsecretaría Administrativa y Financiera,LEIVA,masculino,29
Subsecretaría de Transito y Trasnporte,PUPIALES,femenino,79
Oficina Control Interno Diciplinario,TUQUERRES,masculino,8
Subsecretaría de Rentas,OSPINA,femenino,72
Oficina Control Interno de Gestión,TUQUERRES,masculino,56
Departamento Administrativo de Contratación,POTOSI,masculino,23
Oficina Control Interno Diciplinario,POTOSI,masculino,24
Secretaría de Equidad de Genero e Inclusión Social,LINARES,femenino,14
Secretaría de Gobierno,YACUANQUER,femenino,49
Secretaría de Infraestructura y Minas,GUAITARILLA,femenino,27
Oficina Control Interno de Gestión,SAMANIEGO,masculino,35
Secretaría de Gobierno,MALLAMA,femenino,11
Subsecretaría de Minas,IMUES,masculino,7
Subsecretaría de Infraestructura y Vías,SANTA BARBARA,femenino,48
Secretaría de Ambiente y Desarrollo Sostenible,GUALMATAN,masculino,22
Oficina Control Interno Diciplinario,YACUANQUER,masculino,41
Subsecretaría de Asistencia Técnica,GUALMATAN,femenino,10
Dirección Administrativa de Cultura,EL ROSARIO,masculino,16
Dirección Administrativa de Cultura,TANGUA,femenino,26
Subsecretaría Administrativa,LEIVA,femenino,73
"Secretaría de TIC, Innovación y Gobierno Abierto",IMUES,femenino,29
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",GUAITARILLA,masculino,39
Secretaría de Gobierno,LINARES,masculino,77
Secretaría de Recreación y Deporte,NARIÑO,masculino,56
Subsecretaría de Desarrollo Comunitario,EL ROSARIO,masculino,13
Subsecretaría de Desarrollo Comunitario,LA UNION,femenino,18
Dirección Administrativa de Gestión de Riesgo de Desastres,ARBOLEDA,femenino,17
"Secretaría de TIC, Innovación y Gobierno Abierto",IMUES,masculino,69
Secretaría de Infraestructura y Minas,LINARES,femenino,13
Secretaría de Equidad de Genero e Inclusión Social,YACUANQUER,femenino,20
Dirección Administrativa de Cultura,MOSQUERA,masculino,8
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",GUALMATAN,femenino,77
Subsecretaría de Desarrollo Comunitario,MAGUI,masculino,12
Subsecretaría de Minas,PROVIDENCIA,femenino,7
Dirección Administrativa de Cultura,TANGUA,masculino,55
Secretaría de Recreación y Deporte,IPIALES,femenino,60
Dirección Administrativa de Gestión de Riesgo de Desastres,CHACHAGUI,femenino,68
Subsecretaría de Gestión Pública,GUACHUCAL,femenino,82
Secretaría de Equidad de Genero e Inclusión Social,LINARES,femenino,55
Subsecretaría de Economía Regional y Agua Potable,CORDOBA,masculino,44
Subsecretaría Administrativa,SAPUYES,masculino,67
Subsecretaría Administrativa y Financiera,GUAITARILLA,masculino,25
Subsecretaría de Infraestructura y Vías,LEIVA,femenino,44
Secretaría de Equidad de Genero e Inclusión Social,EL CHARCO,femenino,62
Subsecretaría de Presupuesto,ROBERTO PAYAN,masculino,42
Dirección Administrativa de Cultura,LA FLORIDA,femenino,84
Secretaría de Agricultura y Desarrollo Rural,BARBACOAS,masculino,22
Subsecretaría de Minas,SANTA BARBARA,femenino,70
Subsecretaría de Economía Regional y Agua Potable,TUQUERRES,masculino,77
"Secretaría de TIC, Innovación y Gobierno Abierto",MOSQUERA,femenino,60
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",TAMINANGO,masculino,53
Subsecretaría de Minas,PUERRES,femenino,46
Dirección Administrativa de Turismo,LINARES,masculino,68
Subsecretaría de Planeación Educativa y Cobertura,SAPUYES,masculino,78
Subsecretaría de Asistencia Técnica,BARBACOAS,masculino,49
Subsecretaría de Gestión Pública,PUPIALES,femenino,10
Subsecretaría de Rentas,SANTA BARBARA,femenino,86
Secretaría de Educación,CORDOBA,femenino,75
Subsecretaría de Transito y Trasnporte,GUAITARILLA,masculino,27
Secretaría de Gobierno,IPIALES,femenino,25
Subsecretaría Administrativa,IMUES,femenino,67
Subsecretaría de Gestión Pública,EL TABLON DE GOMEZ,femenino,29
Archivo General,CUMBAL,masculino,72
Oficina Control Interno Diciplinario,ARBOLEDA,femenino,33
Secretaría de Planeación,SAPUYES,femenino,22
Subsecretaría de Planeación Educativa y Cobertura,SAPUYES,femenino,50
Departamento Administrativo de Contratación,SANTA BARBARA,masculino,27
Secretaría de Gobierno,RICAURTE,femenino,48
Dirección Administrativa de Turismo,SAN PABLO,masculino,54
Secretaría de Infraestructura y Minas,TAMINANGO,masculino,60
Secretaría General,EL PEÑOL,femenino,38
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",LA TOLA,femenino,69
Subsecretaría de Calidad Educativa,TAMINANGO,masculino,35
Secretaría de Hacienda,EL TAMBO,femenino,53
Dirección Administrativa de Gestión de Riesgo de Desastres,CONSACA,masculino,55
Departamento Administrativo de Contratación,EL ROSARIO,femenino,58
Secretaría de Gobierno,TUQUERRES,masculino,65
Subsecretaría de Presupuesto,SAN PEDRO DE CARTAGO,femenino,61
Subsecretaría de Gestión Pública,PROVIDENCIA,masculino,15
Subsecretaría de Infraestructura y Vías,LA FLORIDA,masculino,33
"Secretaría de TIC, Innovación y Gobierno Abierto",SANTACRUZ,femenino,9
Secretaría de Ambiente y Desarrollo Sostenible,ROBERTO PAYAN,femenino,46
Secretaría de Planeación,TUQUERRES,masculino,87
